Package,Version
phonetic,
phonrule,1.3.2
photo,
physconst,1.1.1
physics,1.3
physunits,1.0.4
piano,1.0
picinpar,1.2a
pict2e,0.4b
pictex,1.1
pictex2,
pictexsum,
picture,1.6
piechartmp,0.3.0
piff,
pigpen,0.2
pinlabel,1.2
pinoutikz,1.1.2
pitex,
pittetd,1.618
pixelart,0.2.0
pkfix,1.7
pkfix-helper,1.6
pkfix-helper.x86_64-linux,
pkfix.x86_64-linux,
pkgloader,0.7.0
pkuthss,1.8.3
pl,1.09
placeat,0.1d1
placeins,2.2
placeins-plain,2.0
plain,3.141592653
plain-doc,
plainpkg,0.4a
plainyr,
plantslabels,1.0
plantuml,0.3.1
plari,
plates,0.1
platex,
platex-tools,
platex.x86_64-linux,
platexcheat,3.1
plautopatch,0.9n
play,
playfair,
plex,
plex-otf,0.07a
plimsoll,1
plipsum,4.3
plnfss,1.1
plstmary,0.5c
plweb,3.0
pm-isomath,1.0.07
pmboxdraw,1.4
pmgraph,1.0
pmhanguljamo,0.3.4
pmx,2.94a
pmx.x86_64-linux,
pmxchords,2.0.2
pmxchords.x86_64-linux,
pnas2009,1.0
poemscol,3.1415926
poetry,2.2
poetrytex,3.0.1
poiretone,
polexpr,0.7.5
polski,1.3.4
poltawski,1.101
polyglossia,1.52
polynom,0.19
polynomial,1.0
polytable,0.8.6
poormanlog,0.05
postage,1.0
postcards,
poster-mac,1.1
powerdot,1.5c
powerdot-fuberlin,0.02a
powerdot-tuliplab,1.0.0
ppr-prv,0.13c
pracjourn,0.4n
practicalreports,2.0.3
prelim2e,2.00
preprint,2011
prerex,
present,2.2.1
pressrelease,1.0
prettyref,3.0
preview,12.3
prftree,1.6
principia,1.2
printlen,1.1a
proba,
probsoln,3.05
procIAGssymp,
prodint,
productbox,1.1
profcollege,0.96
program,3.3.14
progress,1.10
progressbar,1.0b~4
proof-at-the-end,
proofread,1.04
prooftrees,0.7 svn 8641
properties,0.2
proposal,
prosper,1.0h
protex,
protocol,1.13
prtec,1.06
przechlewski-book,
ps2eps,1.68
ps2eps.x86_64-linux,
ps2pk,
ps2pk.x86_64-linux,
psbao,1.0
pseudo,1.1.3
pseudocode,
psfrag,3.04
psfrag-italian,
psfragx,1.1
psgo,0.17
psizzl,0.35
pslatex,1.3
psnfss,9.3
pspicture,
pst-2dplot,1.5
pst-3d,1.10
pst-3dplot,2.06
pst-abspos,0.2
pst-am,1.02
pst-antiprism,0.02
pst-arrow,0.01
pst-asr,1.3
pst-bar,0.92
pst-barcode,0.18
pst-bezier,0.03
pst-blur,2.0
pst-bspline,1.62
pst-calculate,0.02
pst-calendar,0.47
pst-cie,1.06a
pst-circ,2.17
pst-coil,1.07
pst-contourplot,0.6
pst-cox,0.98 Beta
pst-dart,0.02
pst-dbicons,0.16
pst-diffraction,2.03
pst-electricfield,0.14
pst-eps,1.0
pst-eucl,1.75
pst-eucl-translation-bg,1.3.2
pst-exa,0.06
pst-feyn,0.01
pst-fill,1.01
pst-fit,0.02
pst-fr3d,1.10
pst-fractal,0.11a
pst-fun,0.04
pst-func,0.95
pst-gantt,0.22a
pst-geo,0.06
pst-geometrictools,1.1
pst-ghsb,
pst-gr3d,1.34
pst-grad,1.06
pst-graphicx,0.02
pst-infixplot,0.11
pst-intersect,0.4
pst-jtree,2.6
pst-knot,0.2
pst-labo,2.04
pst-layout,.95
pst-lens,1.02
pst-light3d,0.12
pst-lsystem,0.02
pst-magneticfield,1.16
pst-marble,1.6
pst-math,0.65
pst-mirror,1.01
pst-moire,2.1
pst-node,1.42a
pst-ob3d,0.22
pst-ode,0.15
pst-optexp,6.0
pst-optic,1.02
pst-osci,2.82
pst-ovl,0.07b
pst-pad,0.3b
pst-pdf,1.2f
pst-pdf.x86_64-linux,
pst-pdgr,0.4
pst-perspective,1.05
pst-platon,0.01
pst-plot,1.92
pst-poker,0.03a
pst-poly,1.63
pst-pulley,0.02
pst-qtree,
pst-rputover,1.0
pst-rubans,1.2
pst-shell,0.03
pst-sigsys,1.4
pst-slpe,1.31
pst-solarsystem,0.13
pst-solides3d,4.34a
pst-soroban,1.0
pst-spectra,0.91
pst-spinner,1.02
pst-stru,0.13
pst-support,
pst-text,1.02
pst-thick,1.0
pst-tools,0.10
pst-tree,1.13
pst-turtle,0.02
pst-tvz,1.01
pst-uml,0.83
pst-vectorian,0.4
pst-vehicle,1.2
pst-venn,0.01
pst-vowel,1.0
pst2pdf,0.20
pst2pdf.x86_64-linux,
pstool,1.5e
pstricks,3.01
pstricks-add,3.89a
pstricks_calcnotes,1.2
pstring,
psutils,p17
psutils.x86_64-linux,
ptex,
ptex-base,
ptex-fontmaps,20201227.0
ptex-fontmaps.x86_64-linux,
ptex-fonts,
ptex-manual,
ptex.x86_64-linux,
ptex2pdf,20200520.0
ptex2pdf.x86_64-linux,
ptext,1.1
ptolemaicastronomy,1.0
ptptex,0.91
punk,
punk-latex,1.1
punknova,1.003
purifyeps,1.1
purifyeps.x86_64-linux,
puyotikz,1.0.1
pwebmac,4.6
pxbase,1.1b
pxchfon,1.7e
pxcjkcat,1.1
pxfonts,
pxgreeks,1.0
pxjahyper,0.7b
pxjodel,0.3
pxpgfmark,0.2
pxpic,1.2
pxrubrica,1.3d
pxtatescale,0.4
pxtxalfa,1
pxufont,0.6
pygmentex,0.10
pygmentex.x86_64-linux,
python,0.21
pythonhighlight,
pythontex,0.17
pythontex.x86_64-linux,
qcircuit,2.6.0
qcm,2.1
qobitree,
qpxqtx,
qrbill,1.02
qrcode,1.51
qsharp,0.3.1901.1401
qstest,
qsymbols,
qtree,3.1b
qualitype,
quantikz,0.9.6
quantumarticle,5.1
quattrocento,
quicktype,0.1
quiz2socrative,1.0
quotchap,1.3
quoting,0.1c
quotmark,1.0
quran,1.81
quran-bn,0.1
quran-de,0.2
quran-ur,0.21
qyxf-book,3.1.0
r_und_s,1.3i
ragged2e,3.0
raleway,1.4
ran_toks,
randbild,0.2
random,0.2
randomlist,1.3
randomwalk,0.6
randtext,
rank-2-roots,1.0
rccol,1.2c
rcs,
rcs-multi,0.1a
rcsinfo,1.11
readablecv,3.0
readarray,2.0
realboxes,0.2
realhats,5.0
realscripts,0.3d
realtranspose,1.1
rec-thy,3.6
recipe,0.9
recipebook,
recipecard,2.0
rectopma,
recycle,
refcheck,1.9.1
refcount,3.6
refenums,1.1.2
reflectgraphics,0.2c
refman,2.0e
refstyle,0.5
regcount,1.0
regexpatch,0.2f
register,2.0
regstats,1.0h
reledmac,2.37.1
relenc,
relsize,4.1
reotex,1.1
repeatindex,0.01
repere,19.06
repltext,1.1
rerunfilecheck,1.9
resphilosophica,1.35
rest-api,1.4
resumecls,0.4.1
resumemac,
returntogrid,0.2
reverxii,
revquantum,0.11
revtex,4.2e
revtex4,4.0a
revtex4-1,4.1s
rgltxdoc,1.3
ribbonproofs,1.0
rjlparshap,1.0
rlepsf,
rmathbr,1.1.1
rmpage,0.92
roboto,
robustcommand,0.1
robustindex,
roex,
rojud,1.2
romanbar,1.0f
romanbarpagenumber,1.0
romande,1.008-v7-sc
romanneg,
romannum,1.0b
rosario,2.1
rotfloat,1.2
rotpages,3.0
roundbox,0.2
roundrect,2.2
rrgtrees,1.1
rsc,3.1f
rsfs,
rsfso,1.02
rterface,
rtkinenc,1.0
rtklage,
rubik,5.0
rubik.x86_64-linux,
ruhyphen,1.6
ruler,1.1
rulerbox,1.01
rulercompass,1
runcode,1.0
russ,
rutitlepage,2.3
rviewport,1.0
rvwrite,1.2
ryersonsgsthesis,1.0.3
ryethesis,1.36
sa-tikz,0.7a
sageep,1.0
sanitize-umlaut,1.10
sankey,3.0
sanskrit,2.2.1
sanskrit-t1,
sansmath,1.1
sansmathaccent,
sansmathfonts,
sapthesis,4.1
sasnrdisplay,0.95
sauerj,
sauter,2.4
sauterfonts,
savefnmark,1.0
savesym,1.2
savetrees,2.4
scale,1.1.2
scalebar,1.0
scalerel,1.8
scanpages,1.05a
schedule,1.20
schemabloc,1.5
schemata,1.4
scheme-basic,
scheme-context,
scheme-full,
scheme-gust,
scheme-infraonly,
scheme-medium,
scheme-minimal,
scheme-small,
scheme-tetex,
scholax,1.029
schooldocs,1.0
schule,0.8.2
schulmathematik,1.1
schulschriften,4
schwalbe-chess,2.7
scientific-thesis-cover,4.0.2
sciposter,1.18
sclang-prettifier,0.1
scontents,1.9
scratch,0.41
scratch3,0.18
scratchx,1.1
screenplay,1.6
screenplay-pkg,1.1
scrjrnl,0.1
scrlayer-fancyhdr,0.2
scrlttr2copy,0.3a
scsnowman,1.2d
sdaps,1.9.8
sdrt,1.0
sduthesis,1.2.1
secdot,1.0
secnum,
section,
sectionbox,1.01
sectionbreak,0.1d
sectsty,2.0.2
seealso,1.2
seetexk,
seetexk.x86_64-linux,
selectp,1.0
selinput,1.6
selnolig,0.302
semantex,0.463
semantic,2.0
semantic-markup,
semaphor,
semesterplanner,1.0
seminar,1.62
semioneside,0.41
semproc,0.1
semtex,0.45
sepfootnotes,0.3c
sepnum,2.0
seqsplit,0.1
serbian-apostrophe,
serbian-date-lat,
serbian-def-cyr,
serbian-lig,
sesamanuel,0.6
sesstime,1.12
setdeck,0.1
setspace,6.7a
seuthesis,2.1.2
seuthesix,1.0.1
sexam,1
sf298,1.3
sffms,2.0
sfg,0.91
sfmath,0.8
sgame,2.15
shade,1
shadethm,
shadow,
shadowtext,0.3
shapepar,2.2
shapes,1.1
shdoc,2.1b
shipunov,1.2
shobhika,1.05
short-math-guide,2.0
shortmathj,0.5.0
shorttoc,1.3
show2e,1.0
showcharinbox,0.1
showdim,1.2
showexpl,0.3s
showhyphens,0.5c
showlabels,1.8
showtags,1.05
shtthesis,0.3.2
shuffle,1.0
sidecap,1.6f
sidenotes,1.00a
sides,
signchart,1.01
silence,1.5b
simple-resume-cv,
simple-thesis-dissertation,
simplebnf,0.2.0
simplecd,1.4
simplecv,1.6a
simpleinvoice,
simplekv,0.2
simpleoptics,1.1.1
simpler-wick,1.0.0
simplewick,1.2a
simplified-latex,
simplivre,
simurgh,0.01b
sitem,1.0
siunitx,2.8b
skak,1.5.3
skaknew,
skb,0.52
skdoc,1.5d
skeldoc,0.1.2
skeycommand,0.4
skeyval,1.3
skills,1.0.0
skmath,0.5a
skrapport,0.12k
skull,0.1
slantsc,2.11
slideshow,1.0
smalltableof,
smartdiagram,0.3b
smartref,1.9
smartunits,1.2
snapshot,2.14
snotez,0.5a
songbook,4.5
songs,3.1
sort-by-letters,
soton,0.1
soul,2.4
soulpos,1.1
soulutf8,1.2
soup,1.0.2
sourcecodepro,2.7
sourcesanspro,2.8
sourceserifpro,1.4
spacingtricks,1.3
spalign,
spark-otf,0.05
sparklines,1.7
spath3,2.4
spectral,
spectralsequences,1.2.2
spelling,0.41
sphack,
sphdthesis,1.0
spie,3.25
spix,1.1.0
spix.x86_64-linux,
splines,0.2
splitbib,1.17
splitindex,1.2c
splitindex.x86_64-linux,
spot,1.1
spotcolor,1.2
spreadtab,0.5
spverbatim,1.0
sr-vorl,1.1
srbook-mem,
srcltx,1.6
srcredact,1.0
srcredact.x86_64-linux,
srdp-mathematik,1.8
sseq,2.01
sslides,
stack,1.00
stackengine,4.01
stage,1.01
standalone,1.3a
stanli,3.0
starfont,1.2
startex,1.04
startlatex2e,
statex,1.6
statex2,2.1
statistics,2.2
statistik,0.03
statmath,0.1
staves,
stdclsdv,1.1a
stdpage,0.6
stealcaps,1.0
steinmetz,1.0
stellenbosch,11a
step,2.0.5
stepgreek,3.0b1
stex,
stickstoo,1.034
stix,1.1.3
stix2-otf,2.11
stix2-type1,2.0.2
stmaryrd,
storebox,1.3a
storecmd,0.0.2
stricttex,0.2beta
stringenc,1.12
stringstrings,1.24
structmech,1.0
struktex,2.3c-0-g7d3fc5b
sttools,2.1
stubs,0.1.1
studenthandouts,1.0
sty2dtx,2.3
sty2dtx.x86_64-linux,
suanpan,
subdepth,0.1
subdocs,0.1
subeqn,2.0b
subeqnarray,2.1c
subfig,1.3
subfigmat,1.0
subfigure,2.1.5
subfiles,2.2
subfloat,2.14
substances,0.2a
substitutefont,0.1.4
substr,1.2
subsupscripts,1.0
subtext,1.1
sudoku,1.0
sudokubundle,1.0a
suftesi,3.0.2
sugconf,
superiors,1.06
supertabular,4.1g
suppose,1.0
susy,
svg,2.02k
svg-inkscape,
svgcolor,1.0
svn,43
svn-multi,2.4d
svn-multi.x86_64-linux,
svn-prov,3.1862
svninfo,0.7.4
svrsymbols,2.0b
swebib,
swfigure,0.9.18
swimgraf,
swrule,
syllogism,1.2
symbol,
sympytexpackage,0.3
synctex,
synctex.x86_64-linux,
synproof,1.0
syntax,
syntaxdi,0.8.2
syntrace,1.1
synttree,1.4.2
systeme,0.34
t-angles,
t1utils,
t1utils.x86_64-linux,
t2,
tabfigures,1.1
table-fct,1.1
tableaux,
tablefootnote,1.1c
tableof,1.4b
tablestyles,0.1
tablists,0.0e
tablor,4.07-g
tabls,3.5
tablvar,1.2
tabriz-thesis,1.1
tabstackengine,2.10
tabto-generic,
tabto-ltx,1.4
tabu,2.9
tabularborder,1.0a
tabularcalc,0.2
tabularew,0.1
tabulary,0.10
tabvar,1.7
tagging,1.1.0.1
tagpair,1.1
tagpdf,0.80
talk,1.1
tamefloats,0.42
tamethebeast,1.4
tap,0.77
tapir,0.2
tasks,1.3a
tcldoc,2.40
tcolorbox,4.42
tdclock,2.5
tds,1.1
tdsfrmath,1.3
technics,1.0
technion-thesis-template,1.0
ted,1.06
templates-fenn,
templates-sommer,
templatetools,
tempora,1.05
tengwarscript,1.3.1
tensind,1.1
tensor,2.1
termcal,1.8
termcal-de,2.0
termlist,1.1
termmenu,
testhyphens,0.7
testidx,1.2
tetragonos,1
teubner,5.4
tex,3.141592653
tex-ewd,
tex-font-errors-cheatsheet,0.1
tex-gyre,2.501
tex-gyre-math,
tex-ini-files,
tex-label,
tex-locale,1.0
tex-nutshell,0.6
tex-overview,0.2
tex-ps,
tex-refs,0.4.8
tex-virtual-academy-pl,
tex.x86_64-linux,
tex4ebook,0.3c
tex4ebook.x86_64-linux,
tex4ht,
tex4ht.x86_64-linux,
texapi,1.04
texbytopic,
texcount,3.1.1
texcount.x86_64-linux,
texdate,2.0
texdef,1.9
texdef.x86_64-linux,
texdiff,0.4
texdiff.x86_64-linux,
texdirflatten,1.3
texdirflatten.x86_64-linux,
texdoc,3.3
texdoc.x86_64-linux,
texdoctk,0.6.0
texdoctk.x86_64-linux,
texdraw,v2r3
texfot,1.40
texfot.x86_64-linux,
texilikechaps,1.0a
texilikecover,0.1
texinfo,5.1
texlive-common,
texlive-cz,
texlive-de,
texlive-docindex,
texlive-en,
texlive-es,
texlive-fr,
texlive-it,
texlive-ja,
texlive-msg-translations,
texlive-pl,
texlive-ru,
texlive-scripts,
texlive-scripts-extra,
texlive-scripts-extra.x86_64-linux,
texlive-scripts.x86_64-linux,
texlive-sr,
texlive-zh-cn,
texlive.infra,
texlive.infra.x86_64-linux,
texliveonfly,
texliveonfly.x86_64-linux,
texloganalyser,0.11
texloganalyser.x86_64-linux,
texlogos,1.3.1
texmate,2
texments,0.2.0
texnegar,0.1e
texonly,2
texosquery,1.7
texosquery.x86_64-linux,
texplate,1.0.3
texplate.x86_64-linux,
texpower,0.2
texproposal,1.4
texshade,1.25
texsis,2.18
texsis.x86_64-linux,
textcase,1.00
textfit,5
textglos,1.0
textgreek,0.7
textmerg,2.01
textopo,1.5
textpath,1.6
textpos,1.10
textualicomma,1.1
texvc,1.1
texware,
texware.x86_64-linux,
texworks,
tfrupee,1.02
thaienum,0.2
thaispec,2021.03.01
thalie,0.10b
theanodidot,
theanomodern,
theanooldstyle,
theatre,0.1
theoremref,
thesis-ekf,4.1
thesis-gwu,1.7.0
thesis-qom,0.42
thesis-titlepage-fhac,0.1
thinsp,0.2
thmbox,
thmtools,72
threadcol,1.0
threeddice,1.0
threeparttable,
threeparttablex,0.3
thuaslogos,1.2
thucoursework,2.6
thumb,1.0
thumbpdf,3.17
thumbpdf.x86_64-linux,
thumbs,1.0q
thumby,0.1
thuthesis,7.2.1
ticket,0.4d
ticollege,1.0
tie,2.4
tie.x86_64-linux,
tikz-3dplot,
tikz-among-us,1.1.0
tikz-bayesnet,0.1
tikz-bbox,0.1
tikz-cd,0.9f
tikz-dependency,1.2
tikz-dimline,1.0
tikz-feynhand,1.1.0
tikz-feynman,1.1.0
tikz-imagelabels,0.2
tikz-inet,0.1
tikz-kalender,0.4f
tikz-karnaugh,1.2
tikz-ladder,1.1
tikz-lake-fig,1.0
tikz-layers,0.9
tikz-nef,0.1
tikz-network,1.1
tikz-opm,0.1.1
tikz-optics,0.2.3
tikz-page,1.0
tikz-palattice,2.3
tikz-planets,1.0.2
tikz-qtree,1.2
tikz-relay,1.2
tikz-sfc,1.0.1
tikz-timing,0.7f
tikz-trackschematic,0.6
tikz-truchet,
tikzcodeblocks,0.13
tikzducks,1.5
tikzinclude,1.0
tikzlings,0.5
tikzmark,1.10
tikzmarmots,1.0
tikzorbital,
tikzpackets,1.0
tikzpagenodes,1.1
tikzpeople,0.4
tikzpfeile,1.0
tikzposter,2.0
tikzscale,0.2.6
tikzsymbols,4.10c
tikztosvg,0.1.2
tikztosvg.x86_64-linux,
tile-graphic,
timbreicmc,2.0
times,
timetable,
timing-diagrams,
tinos,
tipa,1.3
tipa-de,1.3
tipfr,1.5
titlecaps,1.2
titlefoot,
titlepages,
titlepic,1.2
titleref,3.1
titlesec,2.13
titling,2.1d
tkz-base,3.06c
tkz-berge,2.0
tkz-doc,1.43c
tkz-euclide,3.06c
tkz-fct,1.3c
tkz-graph,2.0
tkz-orm,0.1.4
tkz-tab,2.12c
tlc-article,1.0.17
tlc2,
tlcockpit,1.2
tlcockpit.x86_64-linux,
tlmgrbasics,
tlshell,
tlshell.x86_64-linux,
tocbibind,1.5k
tocdata,2.04
tocloft,2.3j
tocvsec2,1.3a
todo,2.142
todonotes,1.1.3
tokcycle,1.3
tokenizer,1.1.0
toolbox,5.1
tools,
topfloat,
topiclongtable,1.3.2
topletter,0.3.0
toptesi,6.4.06
totalcount,1.0a
totcount,1.2
totpages,2.00
tpic2pdftex,
tpic2pdftex.x86_64-linux,
tpslifonts,0.6
tqft,2.1
tracklang,1.4
trajan,1.1
tram,0.2
translation-array-fr,
translation-arsclassica-de,
translation-biblatex-de,3.15a
translation-chemsym-de,
translation-dcolumn-fr,
translation-ecv-de,
translation-enumitem-de,
translation-europecv-de,
translation-filecontents-de,
translation-moreverb-de,
translation-natbib-fr,
translation-tabbing-fr,
translations,1.10a
translator,1.12c
transparent,1.4
tree-dvips,.91
treetex,
trfsigns,1.01
trigonometry,
trimspaces,1.1
trivfloat,1.3b
trsym,1.0
truncate,3.6
tsemlines,1.0
ttfutils,
ttfutils.x86_64-linux,
tucv,1.0
tuda-ci,3.13
tudscr,2.06k
tufte-latex,3.5.2
tugboat,2.24
tugboat-plain,1.25
tui,1.9
turabian,0.1.0
turabian-formatting,
turkmen,0.2
turnstile,1.0
turnthepage,1.3a
twemoji-colr,0.5.1
twoinone,
twoup,1.3
txfonts,
txfontsb,1.1.1
txgreeks,1.0
txuprcal,1.00
type1cm,
typed-checklist,2.0
typeface,0.1
typehtml,
typeoutfileinfo,0.31
typeoutfileinfo.x86_64-linux,
typewriter,1.1
typicons,2.0.7
typoaid,0.4.7
typogrid,0.21
tzplot,1.0.1
uaclasses,
uafthesis,12.12
uantwerpendocs,3.2
uassign,1.01
ucalgmthesis,
ucbthesis,3.6
ucdavisthesis,1.3
ucharcat,0.03
ucharclasses,2.4
ucs,2.2
ucsmonograph,1.3.0
ucthesis,3.2
udesoftec,1.7.1
uebungsblatt,1.5.0
uestcthesis,1.1.0
uhc,
uhhassignment,1.0
uhrzeit,0.2c
uiucredborder,1.00
uiucthesis,2.25
ukrhyph,
ulem,
ulqda,1.1
ulqda.x86_64-linux,
ulthese,5.3
umbclegislation,2016-6-8
umich-thesis,1.20
uml,0.11
umlaute,2.1
umoline,
umthesis,0.2
umtypewriter,001.002
unam-thesis,0.5
unamth-template,2.0
unamthesis,2.1
undergradmath,
underlin,1.01
underoverlap,0.0.1-r1
underscore,
undolabl,1.0l
unfonts-core,
unfonts-extra,
uni-wtal-ger,0.2
uni-wtal-lin,0.2
unicode-alphabets,
unicode-bidi,0.01
unicode-data,1.14
unicode-math,0.8q
unifith,1.2
uninormalize,0.1
uniquecounter,1.4
unisugar,0.92
unitconv,0.01
unitipa,0.2
unitn-bimrep,
units,0.9b
unitsdef,0.2
universa,2.1
universalis,
univie-ling,1.13
unizgklasa,1.0
unravel,0.2h
unswcover,1.0
uothesis,2.5.6
uowthesis,1.0a
uowthesistitlepage,3.0.1
upca,
uplatex,
uplatex.x86_64-linux,
upmethodology,20200406
uppunctlm,0.1
upquote,1.3
uptex,
uptex-base,
uptex-fonts,
uptex.x86_64-linux,
upzhkinsoku,0.5
urcls,2.1
uri,2.0b
url,3.4
urlbst,0.8
urlbst.x86_64-linux,
urwchancal,1
usebib,1.0a
ushort,2.2
uspace,0.04
uspatent,1.0
ut-thesis,3.0.1
utexasthesis,1.0
utf8add,
utf8mex,
utfsym,0.8.3
utopia,
uwmslide,
uwthesis,6.13
vak,
vancouver,0.8
variablelm,1.1.2
variations,0.3
varindex,2.3
varisize,
varsfromjobname,1.0
varwidth,0.92
vaucanson-g,0.4
vcell,1.0.1
vdmlisting,1.1
velthuis,2.17.1
velthuis.x86_64-linux,
venn,
venndiagram,1.2
venturisadf,1.005
verbasef,1.1
verbatimbox,3.13
verbatimcopy,0.06
verbdef,0.2
verbments,1.2
verifica,1.3
verifiche,4.1
verse,2.4b
version,2.0
versions,0.55
versonotes,0.4
vertbars,1.0c
vgrid,0.1
vhistory,1.6.1
visualfaq,
visualpstricks,2.3
visualtikz,0.65
vlna,
vlna.x86_64-linux,
vmargin,2.5
vntex,3.2
vocaltract,1
volumes,1.0
voss-mathcol,0.1
vpe,0.2
vpe.x86_64-linux,
vruler,2.3
vtable,1.0
vwcol,0.2
wadalab,
wallcalendar,1.3.1
wallpaper,1.10
warning,0.01
warpcol,1.0c
was,
wasy,2.5
wasy-type1,001.002
wasysym,2.4
web,4.5
web.x86_64-linux,
webguide,
webquiz,5.2
webquiz.x86_64-linux,
widetable,2.1
widows-and-orphans,1.0d
williams,
willowtreebook,1.01
windycity,
withargs,0.3.1
witharrows,2.6c
wnri,
wnri-latex,1.0b
wordcount,1.7
wordcount.x86_64-linux,
wordlike,1.2b
worksheet,1.1
wrapfig,3.6
wsemclassic,1.0.1
wsuipa,
wtref,0.4.0
xargs,1.1
xassoccnt,1.8
xbmks,
xcharter,1.213
xcite,16383.99998
xcjk2uni,1.0
xcntperchap,0.5
xcolor,2.12
xcolor-material,0.1
xcolor-solarized,0.4
xcomment,1.3
xcookybooky,1.5
xcpdftips,1.1
xdoc,prot2.5
xduthesis,1.00
xdvi,
xdvi.x86_64-linux,
xebaposter,2.51
xechangebar,1.0
xecjk,3.8.6
xecolor,0.1
xecyr,1.2
xecyrmongolian,1.0
xeindex,0.3
xelatex-dev,
xelatex-dev.x86_64-linux,
xellipsis,2.0
xepersian,23.1
xepersian-hm,1.1a
xesearch,0.2
xespotcolor,2.1
xetex,
xetex-devanagari,0.5
xetex-itrans,4.2
xetex-pstricks,
xetex-tibetan,0.1
xetex.x86_64-linux,
xetexconfig,
xetexfontinfo,
xetexko,3.1
xetexref,
xevlna,1.1
xfakebold,0.08
xfor,1.05
xgreek,3.0.1
xhfill,1.01
xifthen,1.4.0
xii,
xii-lat,
xindex,0.28
xindex.x86_64-linux,
xindy,2.5.1
xindy.x86_64-linux,
xint,1.4c
xits,1.302
xkcdcolors,1.0.1
xkeyval,2.8
xlop,0.28
xltabular,0.2e
xltxtra,0.7
xmltex,0.8
xmltex.x86_64-linux,
xmltexconfig,
xmpincl,2.2
xmuthesis,0.4.1
xnewcommand,1.2
xoptarg,1.0
xpatch,0.3
xpdfopen,0.86
xpdfopen.x86_64-linux,
xpeek,0.2
xpiano,1.0
xpicture,1.2a
xpinyin,2.9
xprintlen,1.0
xpunctuate,1.0
xq,0.4
xsavebox,0.16
xsim,0.20c
xskak,1.5
xstring,1.83
xtab,2.3f
xtuthesis,1.0
xunicode,0.981
xurl,0.09a
xwatermark,1.5.2d
xyling,1.1
xymtex,5.06
xypic,3.8.9
xypic-tut-pt,
xytree,1.5
yafoot,1.1
yagusylo,1.2
yaletter,1.1
yannisgr,
yathesis,1.0.7
yax,1.03
yazd-thesis,0.3
ycbook,
ydoc,0.6alpha
yfonts,1.4
yfonts-t1,1.0
yhmath,1.6
yinit-otf,1.0
york-thesis,3.6
youngtab,1.1
yplan,
yplan.x86_64-linux,
yquant,0.3.3
ytableau,1.3
zapfchan,
zapfding,
zbmath-review-template,1.0
zebra-goodies,0.8.0
zed-csp,
zhlineskip,1.0e
zhlipsum,1.2.0
zhmetrics,r206
zhmetrics-uptex,1.0
zhnumber,2.8
zhspacing,
ziffer,2.1
zlmtt,1.02
zootaxa-bst,1.0
zref,2.32
zwgetfdate,
zwpagelayout,1.4d
zxjafbfont,0.2
zxjafont,1.2
zxjatype,0.7
zztex,17.7
